,count,hate_speech,offensive_language,neither,class,tweet,
3716,3,0,3,0,1,@JawShoeeAhhh @FabianMleal suck a dick hoe,
3717,3,1,2,0,1,@JawShoeeAhhh @greyyygoose @jehnayy you're gay bitch,
3718,3,0,3,0,1,@JawShoeeAhhh @jehnayy no bitch lol,
3719,3,0,3,0,1,@JawShoeeAhhh @josecarcamo03 lmao you're on my timeline it ain't spying hoe lol,
3720,3,0,3,0,1,"@JawShoeeAhhh @keepitplur bitch you beat after losing twice lol and we won 11, you just a hater",
3721,3,1,2,0,1,@JawShoeeAhhh bitch answer me lol,
3722,3,0,3,0,1,@JawShoeeAhhh bitch you can't even say no lol,
3723,3,0,3,0,1,@JawShoeeAhhh lmao you're a bitch boy,
3724,3,0,3,0,1,@JawShoeeAhhh lol thanks bitch hahah Vegas ain't ready for us lol,
3725,3,0,3,0,1,@JawShoeeAhhh shut up bitch,
3726,3,0,3,0,1,@JawShoeeAhhh that don't mean you're not balling lol shut up hoe lol,
3727,3,1,2,0,1,@JawShoeeAhhh that means you're balling if you're Jewish lol I don't love hoes lol,
3728,3,0,3,0,1,@JawShoeeAhhh you're a bitch lol,
3730,3,1,2,0,1,"@JayKollsKSTP please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks.",
3732,3,0,3,0,1,@Jaydillz they're both big bitches tho lol,
3735,3,0,3,0,1,@JayyRosayy you ain't got no hoes lil jess you're a lil guy,
3736,3,0,2,1,1,"@Jazwau &#128528; who did you rob, them hoes like 4 online",
3737,3,0,3,0,1,@Jbrendaro30 @ZGabrail @ramsin1995 @GabeEli8 @Jacob2times bitch ass nigggaaa,
3738,3,0,3,0,1,"@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended",
3739,3,0,3,0,1,@JefDaBest: The fact this bird ass nigga took my phone and did a light skin pose in school @Mrste617 smh lol http://t.co/Zd3vctXGXh,
3740,3,0,3,0,1,@JeffBlogwell time to call hoes,
3742,3,1,2,0,1,@JennaHord12 Feels like it's been a year since I seen ya queer lolol,
3743,3,0,3,0,1,@JennaHord12 Nooo Amber's supposed to kill me fag,
3745,3,1,2,0,1,@JennyMcCarthy don't let idiots that can't even spell retarded get you down.,
3746,3,0,3,0,1,@JennyReyes42 @iamadamg_ awwe i love you too jenny! Your so damn perf &amp; NOT ugly. Seriously dis bitch must be blind!,
3748,3,0,3,0,1,@JerGucci I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.,
3749,6,0,6,0,1,@JerGucci go on Craigslist bitches be on there &#128514;&#128514;,
3750,6,0,6,0,1,@JerGucci my luck the bitch gonna drug me an I won't even kno what happened lmao,
3751,3,0,3,0,1,@JerGucci she can suck dick tho that's better than brownies,
3752,3,0,3,0,1,@JerGucci ur avi prolly shoot dust out your phone cuz that shit so old u cat fishing the bitches on here lmao,
3753,3,1,2,0,1,@JeremyAdams_ you're a bitch,
3754,3,0,3,0,1,@JermsAllOver I can't be homeless in 2014.... but them bitches better not slip in 2015,
3755,3,0,3,0,1,@JesseAbrego bitch I might be,
3756,3,0,3,0,1,@Jessycaa_Rubi @O_ShitItsLaura Bitch you just an inch taller than me &#128079;&#128079; &amp; we normal height Jessyca and Daysi are just some short bitches &#128514;,
3759,3,0,2,1,1,"@JfromHuntington #Savages 
Day is like coloreds dat wrap day hoes like mummies",
3760,3,1,2,0,1,"@JfromHuntington @thatUPSdude &lt;
I hates to interject but cans I have yo digits? I likes wiggers dat wanna be fucked by coloreds",
3762,3,1,2,0,1,@JimNastikowski @3Quarters2Day ? Are you a race traitor or just a dumbass?,
3763,3,0,3,0,1,@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/,
3764,9,1,8,0,1,"@JimmyMcIver @jerrilyn71 @Doc_68W_ Just like ""FAT CHICKS NEED LOVE TOO"" I guess. 
Some Jeffrey Dommer Type would be all over that sloppy ho.",
3767,3,0,3,0,1,@Jo_clark6 @breezysofresh24 no homo bro love ya to!! Lets get some 151 an some Malibu rum!! Tech 9 this bitch haha,
3768,3,0,3,0,1,@Jo_clark6 @pache16 @PcktSizeCae an just don't be a hoe about it! Haha,
3769,3,0,3,0,1,"@Joan_Rivers Bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face BYE

http://t.co/LTi96AZjwk",
3770,3,0,3,0,1,@Jobbe03 @PandaEnchilada You're such a bitch Carlton. You're lucky your fathers a judge.,
3771,3,0,3,0,1,"@Jobbe03 You need to insert a chill pill up your ass. Twice a day until your bitch assness goes away. If the problem persists, see a doctor.",
3773,6,1,4,1,1,@JoeBiden is such a retard! &#8220;@irritatedwoman: Biden Calls Himself &#8216;White Boy&#8217; in Meeting With Black Pastors http://t.co/bqx1IEv0wD&#8221;,
3778,3,0,3,0,1,@JoePrich shut up faggot,
3781,3,0,3,0,1,@JoeTheMailman @emilyrs But that bitch could care less about Benghazi victims!,
3782,3,0,3,0,1,@Joe_Schmucc Dog Government jobs is the SHIT. I done got my last few off that bitch.,
3784,3,0,3,0,1,@Joey_D26 you're such a pussy,
3785,3,0,3,0,1,"@JohnColeGlover is big cat a ""fat pussy"" joke?",
3786,3,0,3,0,1,@JohnFaheyIII go eat bear shit you fuckin yokel,
3787,3,0,3,0,1,@John_Mayer_69 @Biggg_Mackkk dont talk to your hoe that way,
3788,3,0,3,0,1,@JohnnnyAmor lol wyo bitch,
3792,3,0,3,0,1,@JonJanke @Deadspin @jtrimbl3 You sound like you're pussy whooped. #freelikeabird,
3793,3,1,2,0,1,"@JonJanke @jtrimbl3 You're a sensitive, pussy whooped, no sense of humor, neo zoom maxi dweeb. Now sit your ass all the way down.",
3795,3,0,3,0,1,@JonnVercetti true but then again I'm my opinion a hoe is someone who goes and sleeps with everybody,
3797,3,0,3,0,1,@Jontel_20 &#128557; pussy,
3798,3,0,3,0,1,@JoriBunni he talkin bout we wanna be human and I'm just like .... bitch whet?,
3799,3,0,3,0,1,@JoseRvmirez I'm a lil nigga?? Wait till you see nigga. You ain't ready. I'm from Chicago boy I ain't no pussy from the burbs. Just wait,
3800,3,1,2,0,1,@JosesitoRiveraa fuck no faggot,
3804,3,1,2,0,1,@JuanDaMeskin you wouldn't last a day there hoe.,
3805,3,0,3,0,1,"@JuanNDaCut @ShareA40Ounce she playin pussy hole bingo.
She drawing the next number",
3809,3,0,3,0,1,@JuiceMan_LTF shut up pussy,
3810,3,1,2,0,1,@Juice__2 faggot,
3811,3,1,2,0,1,@Juice__2 i know bout yo wack ass dreads nigger,
3812,3,1,2,0,1,@Juice__2 nah you're a nigger,
3813,3,0,3,0,1,@JuiciStrawberry Kik is for hoes.You either gone shit or get off the pot.,
3814,6,0,6,0,1,@Juicy_james01 ain't no love 4 these hoes,
3815,3,0,3,0,1,@JukeJuke_9 shit he prolly is other than that everybody else trash,
3816,3,1,2,0,1,@JulesDanesy Cowboys fans are cunts? Stop the presses!,
3817,3,1,2,0,1,@JuliaDBrock Are we still talking about animals? I know some Asian folks that would love to see how you prepare your pussy before eating it.,
3818,3,0,3,0,1,@JuliaDBrock I'm not a bitch. Take it back.,
3819,3,0,3,0,1,@Julian_jval I totally think the something when bitches come across mine saying we are similar. Uh no &#9995;,
3820,3,0,3,0,1,@Juliet_Munguia bitch merry Christmas,
3821,3,0,3,0,1,@JunDishes amen little mama. y does this old southern country bitch like you so much I don't know. but I do!,
3822,3,1,2,0,1,@JunDishes block or mute the cunt,
3825,3,1,2,0,1,@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!,
3826,3,0,3,0,1,"@JunDishes thank god I'm just an "" old redneck bitch"" from Memphis ,Tn. And not a troll",
3828,3,0,3,0,1,@JuniorMaye8 jus exsposin hoes on a whole different level &#128557;&#128514;,
3829,3,0,3,0,1,"@JusDahl I want some.....I'm so damn tired of being in the fucking kitchen, a bitch is hot and needs a glass of wine and a back rub",
3830,3,0,3,0,1,"@JusDahl bitch, wake up!",
3831,3,0,2,1,1,"@JusDahl gross, ill stick with my galaxy, it will still receive those nips",
3832,3,0,3,0,1,@JusDahl not nappy head hoe though &#128514;&#128514;,
3833,3,0,3,0,1,@Juss_Vinny @kkarleigh if he wants bitches tip toein on his marble floors he will &#128521;,
3834,3,1,2,0,1,@JustCurrieOn @Christooshifty aint nobody asked yo faggot ass for a comment i know you peeped already you gay thats what u do for a living,
3836,3,0,3,0,1,@JustDoItSlow on sale ass hoes,
3837,3,0,3,0,1,@JustDoIt_Rob big titty bitch lmao fuck it good party,
3838,3,1,2,0,1,"@JustFemaIe @CheatingAdvice 
Where the fuck were you this summer bitch?",
3839,3,0,3,0,1,@JustKarahn bye hoe,
3840,3,0,3,0,1,@JustKarahn dnt use my shit against me hoe,
3841,3,0,3,0,1,@JustKarahn negro please,
3842,3,0,2,1,1,@JustKarahn yes u hoe,
3844,3,1,2,0,1,@JustWordsx dont favorite me you faggot,
3845,3,0,3,0,1,"@Just_this_time we need more opinionated bitches.

#MOAR",
3846,3,1,2,0,1,@Justin_Baez shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag,
3847,3,1,2,0,1,@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...,
3848,3,0,3,0,1,@KASSIGOD drinking away this stress. you got some new hoes for us?,
3849,3,1,2,0,1,"@KCJHoop pretty sure you meant flight and not flite, dumb ass cracker.",
3850,3,0,2,1,1,@KEIRRANicolee I didn't know you was following me hoe &#128514;,
3852,3,0,2,1,1,@KILLDion @h_christianne politics isn't twitter coon lol,
3853,3,0,3,0,1,@KILLQuana choke on something hoe,
3854,3,1,2,0,1,@KILLQuana lmao cunt,
3855,3,0,3,0,1,@KINGDOMMINDED__ @_lostb0y fuck off my pussy boi bitch,
3856,3,0,3,0,1,@KINGDOMMINDED__ @_lostb0y me bitch im tryna keep a clean track record the fuck bruh,
3858,3,0,3,0,1,@KINSL3Y we dont love these hoes,
3860,3,0,3,0,1,"@KR3TZ3R15 Idk is she's actually from there lol, we followed a band. But we met a few bainbridgians. This bitch had like 4 teeth I swear lol",
3861,3,1,2,0,1,@K_forKicKs &#128514;&#128514;&#128514;&#128514; im joked out bitch you stupid!,
3862,3,0,3,0,1,@K_forKicKs likkadawgg turn up ya bitch...fw ya dawg man,
3863,3,0,3,0,1,@K_forKicKs tf bitch you had brain surgery and aint tell me??!?,
3864,3,0,3,0,1,@Kaaaat__ make that llama your bitch,
3865,3,0,3,0,1,@Kaayyllee_ bitch. &#128530;,
3866,3,0,3,0,1,"@KaileenRenee lets get a group together &amp; do something negro, I'm home",
3868,3,0,3,0,1,"@KamalShaqi @Kevinnnnn_05 it's funny how this page quoted my tweet about the term ""camel jockey"" bc I AM a fucking Arab you dumbass &#128529;",
3869,3,0,3,0,1,"@KassieHamilton @Ann_E_Lizabeth @erin_lehrer thanks kass I respect you. Not you Annie, you're a bitch.",
3871,3,0,3,0,1,@KatieFraaancis bitch nigga,
3872,3,0,3,0,1,@Katiebentel ily hoe cheer up pretti,
3873,3,0,2,1,1,@Katieloukarl lol tell that hoe grow up ahaha,
3874,3,0,3,0,1,@KayFLiii fuck bitches,
3875,3,1,2,0,1,@KayciMalynn I know nigs,
3876,3,0,3,0,1,"@KayciMalynn yo bitch, I miss you too.",
3878,3,0,3,0,1,@KazAtta @thesaidabdi dont get it twisted said aint playin ny state of mind when bitches is around *clicks link*,
3879,6,1,5,0,1,@KazAtta I woulda jus told skylar one night 'hey I got a flight in the mornin...you wit it or nah' while textin my brazilian bitch,
3880,3,0,3,0,1,@KazAtta LOL this is why u my nig,
3881,9,0,9,0,1,@KazAtta he jus need to go to brazil get himself a bad brazilian bitch and jus relax,
3882,3,0,3,0,1,"@KazAtta if yo girl let them in, she a hoe...she belong to the world, why u cuffing her",
3883,6,0,6,0,1,@KazAtta why is he stressin himself this nig can be livin lik meech before he went to prison,
3884,6,2,4,0,1,@KazAtta your welcome my nig #salute,
3885,3,1,2,0,1,@KebinBlodgett bitch your yuck,
3887,3,0,2,1,1,@KeenoKlutch im on that hoe now,
3888,3,1,2,0,1,@Keim_Hefner lmaooo hell naw nigga you must was playing school of blind and cripple,
3890,3,0,3,0,1,@KeiveeB shut up bitch it ainn complete witout Money Melle n it,
3893,3,0,3,0,1,@Kellinquinn please acknowledge my existence you amazing son of a bitch,
3895,3,0,3,0,1,@KelseyHison @JODYHiGHROLLER see bitch this is why you have no friends,
3896,3,0,3,0,1,"@Kelseyyvirginia @caylanashlee look here bitch if i wanted to be gramatically correct, i would have",
3897,3,0,2,1,1,@Kelseyyvirginia im talking about the pucture of the pussy cat you nit twit,
3898,3,0,2,1,1,"@KenSuttling @LesleySuttling Him as well, They like their fried chicken,esp the spear chuckers.",
3902,3,0,2,1,1,"@KenSuttling Mr.Cox,the Chase me Charlie of his day.Bend over boy,while I conjugate your A**e",
3905,3,0,3,0,1,@KenSuttling That twat Barry Hearne.It would seem to be all about there was no option for teams to share the venue.,
3911,3,0,3,0,1,"@Kendracae ""bitches ain't shit but hoes with tricks""",
3912,3,0,3,0,1,@Kenny__Wright @Kush_Boy420 @yoPapi_chulo do it i fucking dare you faggot,
3913,3,0,3,0,1,@Kenny__Wright @itsfrankybitch @Amber_Nicole_21 @Kush_Boy420 @yoPapi_chulo you cant call someone a fag if you're snuggling up with guys,
3915,3,0,3,0,1,@Kenny__Wright @sincerelyayla faggot,
3916,3,0,3,0,1,"@Kenny__Wright @yoPapi_chulo @Kush_Boy420 ""the stupidest bitch"" brb crying he called me stupid",
3917,3,0,2,1,1,"@KenoBino Ohh Mr I'm all tough cause I live in a retarded city thinks he's cool. People like you should be shoveling my snow, broke bum.",
3919,3,0,3,0,1,@Kevhoeee916 apply to thunder valley bitch,
3920,3,0,3,0,1,@KevinEdwardsJr look here I'm a thirsty ass bummy ass bitch ass 17 year old niqqa. &amp; I jus wanted to know if I can get a follow back please,
3921,3,0,3,0,1,@KevinKevmooney @LEllerbe when bet now i make sure that bitch is not involved that's 1 thing floyd and pac can agree on she screwed em both,
3923,3,0,3,0,1,@KevinTheGee finished the essay and the quiz bitch,
3924,3,0,3,0,1,@KevinTheGee ok I just wanted to know bitch at 5:20 if you're not here I'm out,
3926,3,0,3,0,1,@KeyshawnSwag lol nigga them look like a combo of trash in your house &amp; trash at the dump,
3927,3,0,3,0,1,@KeyshawnSwag on god niggaa be tryna say aids been out longer and shit like no bitch Ebola been out here &#128514;,
3928,3,0,3,0,1,@KeyshawnSwag the bad bitch with them ugly ass nikes,
3929,3,1,2,0,1,@KiKi_That_Seven Lol I'm not you just can't be sad about things you can't control. But when you walk that stage my nigglet I'll be happy :),
3930,3,0,3,0,1,@KiaraSmallzz lmaoo &#128514;&#128149;I think I want this bitch YA me tiene cansada but thanks &#128536;wait hold up ... Who u fighting &#128563;,
3931,3,1,2,0,1,@KilaurenK u stupid fuk head bitch,
3932,3,0,2,1,1,@KimW16 and the plastic surgery of a tranny.,
3933,3,0,3,0,1,@KimW16 quit being a baby & hit that patchouli pussy!,
3934,3,0,2,1,1,@KimW16 so she's retarded?,
3935,3,0,3,0,1,@KimberlyyAye @Leslieeeixta I think I did my job here! Toodles to you bitches &#9996;&#65039;,
3936,3,0,3,0,1,@KimberlyyAye speaking of little bitch you didn't even do all your squats you little bitch kept talking to distract everyone else &#128530; &#128587;&#128064;&#128073;&#128590; icu,
3938,3,1,2,0,1,@KingEgo if I can get this bitch to go --&gt;&gt; @Wisdom_Stature,
3939,3,0,3,0,1,@KingHorseDick bitch you know the lingo hoe lol,
3940,3,0,3,0,1,@KingHorseDick lol toughen up pussy,
3941,3,0,3,0,1,@KingHorseDick that hoe skilled,
3942,3,0,2,1,1,@KingHorseDick we gotta find this hoe,
3944,3,0,3,0,1,"@KingHov1313 boi stop! Aint no hoes in the 11th ward...never have been either, thats why nobody knew where our hood was..aint no hoes",
3946,3,1,2,0,1,@KingJames is such a hoe . Wear your shoes ya big bitch .....you missed the couch shot Ray Allen bailed you out ......pussy,
3947,3,1,2,0,1,@KingLiibax r u a faggot?,
3948,3,0,3,0,1,@KingLister10 @Sweet_Loveeee @_ItsCheese that shit chunky lol,
3950,3,1,2,0,1,@KingUlyssesIV @truebake psh if a (sexy) bitch gotta sexy voice she can easily get shit goin,
3951,3,0,3,0,1,@King_4_Murphy pussy,
3952,3,0,3,0,1,@King_4_Murphy stop being a pussy.,
3953,3,0,3,0,1,@King_Albert21 @Ceto_13 ha ha look what this fag said lol,
3955,3,0,2,1,1,@KingsleeyNYC yep lmao. Its been a hectic few weeks. Waddup ho,
3958,3,1,2,0,1,@KodyMark1 hahahh thank you fag boy! #represent,
3959,3,0,3,0,1,@KoiyaThePerv exactly so tweet some other shit fuck all that don't be like everybody this ain't monkey see monkey do koiya,
3960,3,1,2,0,1,"@KoolQueef 
Inch that bitch out and flick it wit my tongue like a damn pinada",
3961,3,1,2,0,1,@Korrect973 don't pay dem bitches and they dirty ass chucks no mind bro,
3962,3,0,3,0,1,"@KoryKisling we gotta get like 20 heads to go. Everyone brings tree, some bring food, bitches, and liquor of course.",
3965,3,0,3,0,1,@Kristenbitess is having a birthday so make sure you tell that bitch be happy. &#128526;&#128522; &#127881; &amp; celebrate without drugs &#128683;,
3967,3,0,3,0,1,@Kstar__ lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.,
3968,3,0,3,0,1,@KtKasey nooo I am....lmfao and don't bitch me ya bitch,
3970,3,0,3,0,1,@KuntIMKeesh lmao...nigga talking like he bag bitches,
3973,3,0,3,0,1,@Kvrmaa_Trill @StudyFN @VLzed says the scrawny nigger.,
3974,3,0,3,0,1,@KxRxSxB @SamRomero95 prairie nigger,
3976,3,0,3,0,1,@KxRxSxB haha alright well you gotta get here and see this bitch haha you'll scare the shit outta him I already have,
3977,3,0,3,0,1,@KxRxSxB haha no but I was ready to slap that bitch again he came walkin in my room to say hi while I was playin saints in my underwear -_-,
3978,6,0,6,0,1,@KyleReinders bitch,
4999,3,0,3,0,1,@Tayscalf @protrill fuck em right in the pussy,
5000,3,0,3,0,1,@Tcrawford20 he's trash,
5001,3,1,2,0,1,@TeamMarlo dumb nigger,
5003,3,0,3,0,1,@Teampowerstroke hoes will be hoes nothing but something guys just dispose #TruthBeTold,
5005,3,0,3,0,1,@TedNugent Why werent you so gung ho when you got drafted instead of shitting yourself? You seem like another Repcon Chicken hawk..,
5006,3,0,3,0,1,@Tee_Bizzle and im beautiful bitch,
5007,6,0,4,2,1,@Tee_Bizzle hoes* are more fun,
5008,9,0,9,0,1,"@Tee_Bizzle i aint shit, you aint shit...bitch we meant for eachother",
5009,3,0,3,0,1,@Tee_Bizzle nah bitch you like Pookie from new jack city,
5010,9,0,9,0,1,@Tee_Bizzle shut up bitch,
5011,3,0,3,0,1,@Teets6 shit trash,
5012,3,0,3,0,1,@TeflonDon4200 why lil ricky stole MJ Chain and tried to flex with the bitch in his avi,
5013,3,0,3,0,1,"@TerrorFranchise Nope, definitely retarded.",
5015,3,0,3,0,1,@TexasHumor drinking a bitch beer outta a badass kuzie,
5016,3,0,3,0,1,@TexasKid1980 @Eric_Mariners @elchavaloko lol naw that bitch was just a sociopath,
5017,3,1,2,0,1,"@Texgalleslie 
You can bet Valerie Jarret has her hands all over this ""humanitarian Crisis"". I Didn't vote for that commie bitch.",
5019,3,0,3,0,1,@ThadIsReal we in dis hoe. Imma get her too lmfaoooo,
5020,3,0,3,0,1,@ThankYouAriana no one asked bitch,
5021,3,0,3,0,1,"@That1guyJeff Low blow, cuntface. How many times the Yanks beat us in the playoffs these last 8 or so years?",
5022,3,0,3,0,1,@That1guyJeff bitch please. Not gonna happen. Nope.,
5023,3,0,3,0,1,@That1guyJeff fuck them bitches I hope Navy beat em THIS week. @thejournalist44 @__Trail__,
5024,3,0,3,0,1,@That1guyJeff fuck you bitches.,
5025,3,0,2,1,1,@That1guyJeff thank you. I hate you. Eat poison. Fall down. Run face first into a wall. Yankees missed the playoffs.,
5026,3,0,3,0,1,@That1guyJeff that just happened to be the year WE lost a one game playoff to them bitches from the bitch ass twin bitches. Lucky for you.,
